"Частота, Гц","Дистанция, мм",Количество точек,"Центр мишени (X), мм","Центр мишени (Y), мм"
55,500,12,505.941538582513,-27.80636988671218
55,500,11,502.3412343913666,-26.74404793691285
55,500,11,503.1359718560354,-25.949310472244075
55,500,12,504.5577617357667,-26.4053593524272
55,500,12,504.65204468772276,-26.31107640047113
55,500,12,502.9568922449861,-28.00622884320779
55,500,12,504.7256088460706,-26.237512242123266
55,500,11,502.04350312567027,-25.894633034541062
55,500,11,503.2232157325822,-24.714920427629114
55,500,11,501.8635914638862,-26.07454469632509
55,500,11,502.1396624415428,-25.798473718668568
55,500,11,501.9757824682953,-26.654753620110373
55,500,11,502.9731084271352,-25.657427661270454
55,500,11,501.09200516586685,-27.53853092253882
55,500,11,502.28531320198334,-26.3452228864223
55,500,11,502.1405540684214,-28.509598861581058
55,500,11,503.10282410214694,-27.547328827855527
55,500,11,501.10287018986264,-29.5472827401398
55,500,11,502.9638813770631,-27.686271552939367
55,500,11,502.01761283080054,-29.983976489935344
55,500,11,502.6974133147619,-29.304176005974
55,500,11,501.0993701708946,-30.902219149841297
55,500,11,502.33450996394487,-29.66707935679101
55,500,12,504.548321859134,-28.326519935348088
55,500,12,504.59660771088653,-28.27823408359553
55,500,11,502.42035944764865,-27.073173009215715
55,500,11,503.748491593442,-25.74504086342235
55,500,11,502.237585481859,-27.255946975005358
55,500,11,502.9282057085433,-26.56532674832103
55,500,12,504.36483077317945,-27.191098463137624
55,500,12,504.40315937966324,-27.152769856653865
55,500,12,502.8278842375457,-28.72804499877141
55,500,12,505.3005607117813,-26.25536852453575
55,500,12,504.3557902392616,-26.866748980387758
55,500,12,505.7207768974779,-25.501762322171423
55,500,12,503.0808516101876,-28.141687609461755
55,500,12,504.47134012267054,-26.75119909697882
55,500,11,502.47280934895315,-29.6461906545616
55,500,11,503.6500667924747,-28.468933211040046
55,500,11,501.30603767702854,-30.81296232648623
55,500,11,503.30530690580935,-28.813693097705418
55,500,11,502.42781062738635,-29.403589489768784
55,500,11,502.5435662262138,-29.287833890941368
55,500,11,502.3406961505092,-29.275088390354338
55,500,11,502.55807814916466,-29.057706391698847
55,500,11,501.41464918650024,-30.201135354363274
55,500,11,503.1763530279215,-28.439431512942026
55,500,12,503.9990830006097,-26.113946925192906
55,500,12,505.5565891817362,-24.5564407440664
55,500,12,502.56114084029355,-27.55188908550904
55,500,12,504.29003029443714,-25.822999631365455
55,500,12,503.94222585647236,-26.518344246468335
55,500,12,504.0531035597463,-26.407466543194378
55,500,12,503.7104092961394,-26.750160806801322
55,500,12,504.0412790019976,-26.41929110094306
55,500,12,504.4362507170844,-29.31876945075659
55,500,12,504.9030699008138,-28.85195026702722
55,500,12,503.66957538305303,-30.085444784788002
55,500,12,504.76770615900733,-28.987314008833692
55,500,12,504.4166760455937,-29.379756060828544
55,500,12,504.5635720790283,-29.23286002739394
55,500,11,502.42337881508865,-26.805943497348412
55,500,11,503.68524810568266,-25.5440742067544
55,500,11,502.1965119708652,-27.032810341571867
55,500,11,503.21515897888423,-26.014163333552847
55,500,11,502.28206119595956,-26.28630433774829
55,500,11,503.1748271911533,-25.393538342554535
55,500,11,500.7431595266296,-27.82520600707826
55,500,11,503.224691783207,-25.343673750500848
55,500,11,502.15139907378983,-28.22439230076786
55,500,11,502.2596746358806,-28.116116738677114
55,500,11,501.2800643481029,-29.095727026454792
55,500,11,503.12862928313484,-27.24716209142286
55,500,12,504.709118130929,-26.369869759285404
55,500,12,506.29175900299816,-24.787228887216255
55,500,12,504.57853520687536,-26.500452683339056
55,500,12,504.7099004184444,-26.36908747177003
55,500,11,502.5514488219479,-26.935809762550026
55,500,11,502.9568972100083,-26.530361374489576
55,500,11,501.8195276827336,-27.667730901764287
55,500,11,503.316999434897,-26.170259149600913
55,500,12,504.45152514629154,-27.427218063401344
55,500,12,505.8315808025864,-26.04716240710645
55,500,12,504.6388205581114,-28.28860350103156
55,500,12,505.8829664613872,-27.044457597755777
55,500,12,503.1265614695287,-29.800862589614205
55,500,12,505.3654651691747,-27.56195888996823
55,500,11,502.2880889409025,-27.203337168382998
55,500,11,502.63945101142417,-26.851975097861366
55,500,11,501.97230597021695,-27.519120139068598
55,500,11,503.2761610313668,-26.215265077918712
55,500,11,502.1343748138856,-27.68064518638475
55,500,11,503.0194824036101,-26.79553759666024
55,500,11,500.97064591393837,-28.844374086331992
55,500,11,502.5779518410286,-27.237068159241723
55,500,12,504.31745335111003,-25.94597365787681
55,500,12,505.08494671769284,-25.17848029129401
55,500,12,502.9943687976475,-27.269058211339342
55,500,12,505.11807805035795,-25.145348958628865
55,500,11,501.98022685637574,-26.153762593046114
55,500,11,503.58112560754734,-24.552863841874533
55,500,11,501.1946491401042,-26.93934030931766
55,500,11,503.13335010260744,-25.000639346814403
55,500,11,502.27681031474316,-26.361291606512886
55,500,11,502.87792689459707,-25.760175026658978
55,500,11,502.3324701732233,-28.784095172469822
55,500,11,503.84281098574274,-27.273754359950406
55,500,11,500.6860765397281,-30.43048880596505
55,500,11,503.52091306935085,-27.5956522763423
55,500,11,502.23475471149146,-29.54542230469043
55,500,11,503.148568905679,-28.631608110502935
55,500,11,501.9348175309116,-29.845359485270347
55,500,11,503.71608924005704,-28.064087776124826
55,500,12,504.52922888956573,-26.610170011679987
55,500,12,504.5419542774239,-26.59744462382185
55,500,12,503.46005527544196,-27.679343625803735
55,500,12,504.97118456639737,-26.16821433484837
55,500,12,504.67045092564564,-25.810866042086815
55,500,12,506.0815466602743,-24.39977030745817
55,500,12,504.0013133910159,-26.480003576716523
55,500,12,505.60569353860467,-24.875623429127785
55,500,11,502.4506210758089,-24.54141787693152
55,500,11,503.3957060287819,-23.59633292395851
55,500,11,502.2156720082652,-26.285961928227877
55,500,11,502.7968182224827,-25.704815714010312
55,500,11,501.3241494011356,-27.177484535357465
55,500,11,502.693293434479,-25.808340502014044
55,500,12,504.56965294950265,-29.112915417584002
55,500,12,504.7642609339196,-28.918307433167037
55,500,12,503.4879235848459,-30.194644782240754
55,500,12,506.0717301652764,-27.61083820181025
55,500,12,504.543758361385,-27.67626771696605
55,500,12,504.64354154979645,-27.576484528554587
55,500,12,503.6750113030495,-28.54501477530157
55,500,12,504.66373275424075,-27.556293324110293
55,500,12,504.36123934618666,-26.785873008211308
55,500,12,505.59714299732565,-25.5499693570723
55,500,12,503.23926371353576,-27.907848640862195
55,500,12,505.52738713770117,-25.619725216696786
55,500,11,502.2513700430358,-25.37800796124947
55,500,11,502.5659862776167,-25.063391726668602
55,500,11,502.1880519274646,-28.20812939420746
55,500,11,503.17480596874424,-27.221375352927822
55,500,11,500.6263452805098,-29.76983604116228
55,500,11,502.5213088527763,-27.874872468895727
55,500,12,504.2691761181284,-25.970187908792866
55,500,12,504.56544033137146,-25.67392369554981
55,500,12,504.23680333102516,-26.00256069589616
55,500,12,505.1829872881202,-25.056376738801056
55,500,12,504.66840387453607,-27.109128813905375
55,500,12,504.85385420111487,-26.92367848732656
55,500,11,502.0891315800014,-25.692025445147014
55,500,11,502.7388997268961,-25.042257298252327
55,500,11,502.06779330923615,-25.71336371591222
55,500,11,502.1105192943071,-25.670637730841293
55,500,11,502.2713717485405,-28.170267771205854
55,500,11,503.1109606232397,-27.33067889650666
55,500,11,501.55118130903605,-28.890458210710293
55,500,11,502.92475599116176,-27.516883528584586
55,500,12,504.45965651049846,-27.171630172047568
55,500,12,504.5489432716243,-27.08234341092173
55,500,12,503.3274949399149,-28.303791742631095
55,500,12,505.0639082203718,-26.567378462174254
55,500,12,504.47291609068367,-29.11482525462725
55,500,12,506.03866006255765,-27.54908128275329
55,500,12,504.0975868399112,-29.49015450539975
55,500,12,505.31335614035453,-28.274385204956413
55,500,11,502.1354333586434,-28.012016688500115
55,500,11,502.8825875518061,-27.264862495337418
55,500,12,504.4194512182625,-28.96558178023003
55,500,12,505.20162678586263,-28.18340621262988
55,500,12,503.44728697895204,-29.937746019540498
55,500,12,505.1749836758612,-28.210049322631352
55,500,12,504.5792187456018,-27.919020811515527
55,500,12,504.66997586488077,-27.82826369223657
55,500,12,502.944293072801,-29.553946484316352
55,500,12,505.96397537875265,-26.534264178364673
55,500,12,504.64034535690257,-25.928062075696005
55,500,12,505.4960299194098,-25.072377513188783
55,500,12,503.5115961472369,-27.056811285361665
55,500,12,505.3649546988781,-25.203452733720503
55,500,12,504.3276944490901,-27.160987627824856
55,500,12,505.56084927921677,-25.92783279769819
55,500,12,504.2911577785604,-27.197524298354566
55,500,12,505.3391405005412,-26.149541576373757
55,500,11,502.3099289867045,-26.252526208672
55,500,11,502.3181253831605,-26.244329812215987
55,500,12,504.7163607111335,-25.922618403132034
55,500,12,505.35606266904165,-25.282916445223893
55,500,12,503.51966844438346,-27.119310669882122
55,500,12,505.9824800634766,-24.656499050788966
55,500,11,502.16696749890485,-25.10864897211461
55,500,11,503.4834705377803,-23.79214593323918
55,500,11,502.13503746898635,-25.140579002033128
55,500,11,502.8647687652754,-24.410847705744054
55,500,11,502.15057075234904,-24.705540192870924
55,500,11,502.9989394850256,-23.857171460194408
55,500,11,500.5885015775629,-26.267609367657073
55,500,11,502.39726769561986,-24.458843249600097
55,500,11,501.92846790023503,-27.871412909981142
55,500,11,503.3608631064604,-26.439017703755795
55,500,11,501.83412967097894,-27.965751139237245
55,500,11,502.46593367732305,-27.333947132893133
55,500,11,502.06453455768445,-25.806040091815643
55,500,11,502.8292037400631,-25.041370909436946
55,500,11,500.74403772929725,-27.126536920202845
55,500,11,502.3851973159945,-25.485377333505575
55,500,11,502.53261775776997,-28.736892260336678
55,500,11,504.13646754109743,-27.13304247700919
55,500,11,502.29144467140856,-28.595198032854363
55,500,11,502.66356978820306,-28.22307291605984
55,500,11,500.87775465127373,-30.008888052989192
55,500,11,502.5522997079591,-28.334342996303807
55,500,12,504.7497357759701,-27.808999224112885
55,500,12,505.16229355345456,-27.396441446628423
55,500,12,503.66945986556476,-28.889275134518233
55,500,12,506.2699459353437,-26.28878906473933
55,500,11,502.34203782737296,-25.22810487985153
55,500,11,502.4627810859401,-25.1073616212844
55,500,11,500.9775914010735,-26.59255130615099
55,500,11,503.00698127664265,-24.563161430581854
55,500,11,502.0791985362532,-26.176258607870967
55,500,11,503.2985758905365,-24.956881253587703
55,500,11,501.0900901844591,-27.165366959665125
55,500,11,503.37196321038124,-24.883493933742955
55,500,12,504.90492051109544,-26.1820035503126
55,500,12,505.77488966151265,-25.31203439989539
55,500,12,504.7139955374368,-27.551978956545643
